SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.2380,1694315499.238223,0.0004822984628845006,-0.005770004820078611,0.0002383529208600521,0.047943115234375,-0.0734100341796875,-1.001007080078125,112.04043579101562,-29.116912841796875,-36.89129638671875,2023-09-09 22:11:38.9230,1694315498.923423,-0.0807647705078125,0.059341952204704285,-0.03393245488405228,-0.025192268192768097,-0.428436279296875,-0.8997955918312073,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.3370,1694315499.3370829,-0.00387330143712461,-0.0006527407676912844,-0.0018809906905516982,0.048919677734375,-0.0726470947265625,-0.99908447265625,111.81622314453125,-29.054794311523438,-37.85047912597656,2023-09-09 22:11:39.0190,1694315499.0188131,-0.05391211807727814,0.028071384876966476,-0.013236365281045437,-0.044525146484375,-0.4334869384765625,-0.9034881591796875,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.4370,1694315499.43698,4.820321555598639e-05,-0.005253884010016918,-0.00358754419721663,0.0459747314453125,-0.071075439453125,-0.9959259033203125,111.85409545898438,-28.773712158203125,-38.041259765625,2023-09-09 22:11:39.1210,1694315499.120882,0.022272467613220215,-0.016558267176151276,-0.006391807924956083,-0.026092529296875,-0.41424560546875,-0.8951263427734375,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.5360,1694315499.5359359,0.002082591876387596,-0.004311391618102789,-0.0014303837670013309,0.04547119140625,-0.0703277587890625,-0.99468994140625,111.93751525878906,-29.329421997070312,-37.56260681152344,2023-09-09 22:11:39.2150,1694315499.215361,-0.04953201115131378,0.0013257898390293121,-0.0003317519440315664,-0.0376281663775444,-0.4177703857421875,-0.9104157090187073,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.6370,1694315499.637442,-0.00219551008194685,-0.0032597091048955917,-0.001472461735829711,0.0459747314453125,-0.06964111328125,-0.9964599609375,112.12959289550781,-29.482955932617188,-37.151641845703125,2023-09-09 22:11:39.3150,1694315499.3146849,-0.023401010781526566,0.01980719529092312,-0.019575253129005432,-0.030288701876997948,-0.4200439155101776,-0.9033966064453125,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.7370,1694315499.736516,-3.808320252574049e-05,-0.002115881536155939,-0.005682653281837702,0.0450439453125,-0.068328857421875,-0.9955902099609375,112.0599365234375,-29.543182373046875,-37.54608154296875,2023-09-09 22:11:39.4150,1694315499.414577,0.022086845710873604,-0.007990612648427486,0.0083529157564044,-0.023956291377544403,-0.413055419921875,-0.90283203125,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.8370,1694315499.83654,-0.0016429040115326643,-0.0031033814884722233,-0.0034932682756334543,0.0449981689453125,-0.071533203125,-0.991943359375,111.99861145019531,-29.412399291992188,-38.06687927246094,2023-09-09 22:11:39.5140,1694315499.514235,0.09602685272693634,-0.0056209322065114975,0.0004290798678994179,-0.0198974646627903,-0.4109954535961151,-0.9075621962547302,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:39.9380,1694315499.937674,-0.002805107505992055,-0.005049886181950569,-0.003665574826300144,0.048858642578125,-0.06903076171875,-0.99700927734375,111.94956970214844,-29.115997314453125,-38.05253601074219,2023-09-09 22:11:39.6140,1694315499.614194,0.03991890326142311,-0.006586994044482708,-0.004400329664349556,-0.024993902072310448,-0.4114684760570526,-0.9070128798484802,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:40.0370,1694315500.036797,-0.003878627670928836,-0.0035683694295585155,-0.0037502634804695845,0.0460662841796875,-0.0690460205078125,-0.9959564208984375,111.935302734375,-29.30389404296875,-38.17970275878906,2023-09-09 22:11:39.7140,1694315499.713904,0.01503379549831152,-0.00012936070561408997,-0.0019012191332876682,-0.03370665945112705,-0.4141387939453125,-0.9171295166015625,
0,2023-09-09 22:11:39.1360,02:25,10,1,2023-09-09 22:11:40.1360,1694315500.136135,-0.002691923175007105,-0.005311941262334585,-0.0034141724463552237,0.0434417724609375,-0.068084716796875,-0.99468994140625,112.13723754882812,-29.408432006835938,-37.93086242675781,2023-09-09 22:11:39.8140,1694315499.814299,-0.053341932594776154,0.0153939388692379,-0.006947709713131189,-0.02644348330795765,-0.4162140190601349,-0.9014434814453125,
