SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.2210,1694292082.2214398,0.00048123320448212326,-0.014026602730154991,-0.005341502372175455,-0.044677734375,0.0901947021484375,-0.997833251953125,105.92877197265625,-23.1473388671875,-43.57679748535156,2023-09-09 15:41:21.8240,1694292081.823848,0.08514931052923203,-0.027918994426727295,0.008174460381269455,-0.022155756130814552,0.48910507559776306,-0.8695831894874573,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.3210,1694292082.3213,-0.005090099759399891,-0.014846057631075382,-0.005123389419168234,-0.039306640625,0.089569091796875,-0.9951629638671875,105.98037719726562,-23.426605224609375,-42.84391784667969,2023-09-09 15:41:21.9210,1694292081.920569,0.06447478383779526,-0.008069654926657677,0.007332967594265938,-0.0318756029009819,0.4968107342720032,-0.8703460693359375,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.4210,1694292082.420948,-0.001303351018577814,-0.002883404493331909,-0.0013539510546252131,-0.044403076171875,0.0886383056640625,-0.9935760498046875,105.9306640625,-23.192535400390625,-43.2662353515625,2023-09-09 15:41:22.0150,1694292082.015271,0.025651156902313232,0.013047747313976288,-0.01823187991976738,-0.034255966544151306,0.48744186758995056,-0.8761597275733948,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.5210,1694292082.521285,0.00016298545233439654,0.0034256239887326956,0.004231496714055538,-0.040771484375,0.0869140625,-0.99664306640625,105.83747863769531,-22.944961547851562,-43.51777648925781,2023-09-09 15:41:22.1150,1694292082.115261,-0.016621598973870277,-0.0007612761110067368,0.00458521768450737,-0.031707752496004105,0.45993027091026306,-0.8847656846046448,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.6210,1694292082.62115,0.0026229473296552896,-0.0003456783015280962,4.6871635277057067e-05,-0.0437469482421875,0.0851593017578125,-0.99578857421875,105.78115844726562,-23.039825439453125,-43.84898376464844,2023-09-09 15:41:22.2150,1694292082.215153,0.010216940194368362,0.0033927224576473236,0.0055275773629546165,-0.03216552175581455,0.4618375897407532,-0.8768158555030823,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.7220,1694292082.722198,0.0007936219917610288,0.002156361471861601,-0.0037742317654192448,-0.0460205078125,0.0924530029296875,-0.993896484375,105.87010192871094,-22.902587890625,-43.98774719238281,2023-09-09 15:41:22.3150,1694292082.315304,0.014230123721063137,-0.004978790879249573,-0.013881840743124485,-0.01988220401108265,0.4701383709907532,-0.8725891709327698,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.8200,1694292082.820468,0.0007936219917610288,0.002156361471861601,-0.0037742317654192448,-0.0407562255859375,0.08526611328125,-0.9970703125,105.78536987304688,-22.870559692382812,-44.208770751953125,2023-09-09 15:41:22.4150,1694292082.414802,-0.017008090391755104,-0.008645697496831417,-0.0024528177455067635,-0.033538803458213806,0.4631956219673157,-0.8817902207374573,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:22.9220,1694292082.921622,-0.004835501778870821,-0.004571848548948765,-0.0044408212415874004,-0.0399932861328125,0.0888824462890625,-0.997650146484375,105.84733581542969,-22.8056640625,-44.664947509765625,2023-09-09 15:41:22.5150,1694292082.514902,0.0020096099469810724,-0.0011572884395718575,0.005873255897313356,-0.0352630577981472,0.47398361563682556,-0.8743897080421448,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.0240,1694292083.02406,0.0021310613956302404,0.004975317511707544,-0.004239752423018217,-0.0417633056640625,0.0898590087890625,-0.9978179931640625,105.70396423339844,-22.960830688476562,-44.96495056152344,2023-09-09 15:41:22.6150,1694292082.614534,0.0015586701920256019,0.0012620603665709496,-0.004828623961657286,-0.0321807786822319,0.47460922598838806,-0.8775787949562073,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.1250,1694292083.125427,0.0013382384786382318,0.00293267285451293,-0.009071258828043938,-0.0451812744140625,0.088653564453125,-0.9953765869140625,105.76026916503906,-22.94244384765625,-45.28480529785156,2023-09-09 15:41:22.7140,1694292082.714366,0.009596755728125572,0.00780944200232625,-0.001490684342570603,-0.031127914786338806,0.46737655997276306,-0.8775177597999573,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.2240,1694292083.223998,0.0013382384786382318,0.00293267285451293,-0.009071258828043938,-0.0423431396484375,0.0853118896484375,-0.996429443359375,105.6103515625,-22.567153930664062,-46.16050720214844,2023-09-09 15:41:22.8140,1694292082.8141751,0.049371201545000076,-0.0017568990588188171,0.011106932535767555,-0.025176983326673508,0.47621139883995056,-0.8772736191749573,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.3240,1694292083.3236809,-0.001252484624274075,0.0006388923502527177,-0.0035779569298028946,-0.03961181640625,0.083984375,-0.99822998046875,105.62069702148438,-22.531173706054688,-46.24702453613281,2023-09-09 15:41:22.9140,1694292082.914106,0.06869416683912277,-0.005407559685409069,0.009307501837611198,-0.03572082705795765,0.4783018231391907,-0.8785248398780823,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.4240,1694292083.424022,-0.00014993596414569765,-0.00390312890522182,-0.0036812876351177692,-0.0406341552734375,0.0819244384765625,-0.995208740234375,105.622802734375,-22.542617797851562,-46.28767395019531,2023-09-09 15:41:23.0140,1694292083.014048,0.05093860253691673,0.018882598727941513,0.018462782725691795,-0.028640735894441605,0.45194992423057556,-0.8760529160499573,
0,2023-09-09 15:41:22.1160,00:58,10,1,2023-09-09 15:41:23.5220,1694292083.521717,0.004819522611796856,0.008166849613189697,0.0057473680935800076,-0.04296875,0.0890960693359375,-0.9957733154296875,105.57510375976562,-22.56292724609375,-46.200958251953125,2023-09-09 15:41:23.1140,1694292083.11373,0.11464947462081909,0.030111152678728104,0.03237536922097206,-0.032028188928961754,0.4588316082954407,-0.89532470703125,
