SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.3110,1694292858.311295,0.00145222176797688,-0.0027084348257631063,-0.0020000338554382324,0.192230224609375,-0.012786865234375,-0.981048583984375,114.11772155761719,-28.293624877929688,-36.06065368652344,2023-09-09 15:54:18.0210,1694292858.0212379,0.016436420381069183,0.02674185484647751,0.004934125579893589,0.1115112230181694,0.7768097519874573,-0.6173552870750427,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.4110,1694292858.41066,0.0002407497668173164,-0.003368099918588996,-0.0036075180396437645,0.1925506591796875,-0.01312255859375,-0.9820709228515625,114.04656982421875,-28.146102905273438,-37.41822814941406,2023-09-09 15:54:18.1170,1694292858.1166,-0.04407885670661926,-0.012049484066665173,-0.019385328516364098,0.1187744140625,0.7607421875,-0.6204832792282104,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.5110,1694292858.510503,-0.0033459956757724285,-0.003180080559104681,-0.0004010720585938543,0.1929168701171875,-0.0116729736328125,-0.9814453125,113.93380737304688,-27.927490234375,-37.82185363769531,2023-09-09 15:54:18.2210,1694292858.22057,0.023624291643500328,-0.0012245327234268188,0.019450217485427856,0.1063079684972763,0.7737885117530823,-0.6191099882125854,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.6100,1694292858.610166,-0.0013451626291498542,-0.004040548112243414,-0.0020413128659129143,0.192596435546875,-0.0133056640625,-0.982208251953125,113.85986328125,-27.908050537109375,-37.94413757324219,2023-09-09 15:54:18.3160,1694292858.316265,0.01435908768326044,-0.0009636757895350456,0.009868063032627106,0.1008300855755806,0.7792969942092896,-0.6160735487937927,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.7110,1694292858.71052,-0.0017275925492867827,-0.0018413095967844129,-0.004811000544577837,0.19268798828125,-0.0131072998046875,-0.9819793701171875,114.17669677734375,-28.293319702148438,-36.7320556640625,2023-09-09 15:54:18.4160,1694292858.41609,-0.036951903253793716,0.0010214443318545818,-0.004315332975238562,0.1119384840130806,0.7625275254249573,-0.6259612441062927,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.8110,1694292858.8106918,-0.0006463492172770202,-0.0036634444259107113,-0.0023877902422100306,0.19256591796875,-0.0125274658203125,-0.9823150634765625,113.7850341796875,-27.979782104492188,-37.91029357910156,2023-09-09 15:54:18.5160,1694292858.515975,0.05274169519543648,-0.0023920629173517227,0.00034709658939391375,0.11058046668767929,0.7691650390625,-0.6235961318016052,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:18.9110,1694292858.9106631,0.00010492854926269501,-0.004042944870889187,-0.002113218419253826,0.1921844482421875,-0.01129150390625,-0.9811553955078125,113.97312927246094,-27.874832153320312,-38.15863037109375,2023-09-09 15:54:18.6160,1694292858.6160688,0.0805819183588028,-0.01023014448583126,-0.007392215542495251,0.1131591871380806,0.7831116318702698,-0.6186370253562927,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:19.0110,1694292859.010632,-0.0013187973527237773,-0.005139900837093592,8.122641156660393e-05,0.192657470703125,-0.01190185546875,-0.98272705078125,113.93394470214844,-28.098602294921875,-37.5064697265625,2023-09-09 15:54:18.7160,1694292858.715699,-0.033370085060596466,0.00532591063529253,0.0005487311282195151,0.1120452955365181,0.7686310410499573,-0.626541018486023,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:19.1100,1694292859.110215,0.0015198660548776388,-0.006030728109180927,-0.002299373270943761,0.19268798828125,-0.012298583984375,-0.98321533203125,113.86264038085938,-28.091323852539062,-38.177093505859375,2023-09-09 15:54:18.8160,1694292858.815526,-0.03924129158258438,0.00302440719678998,0.0007205050787888467,0.11253359168767929,0.7690125703811646,-0.6238402724266052,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:19.2140,1694292859.214412,0.0004676510870922357,-0.005682386923581362,-0.003748399205505848,0.19281005859375,-0.0122222900390625,-0.98388671875,113.92463684082031,-28.054351806640625,-37.722412109375,2023-09-09 15:54:18.9160,1694292858.915631,-0.026116633787751198,0.00803634338080883,0.00816214270889759,0.10693359375,0.7677002549171448,-0.6240233182907104,
0,2023-09-09 15:54:18.2070,02:22,10,1,2023-09-09 15:54:19.3140,1694292859.314179,-0.0002767024270724505,-0.004954811185598373,-0.0009195895399898291,0.192718505859375,-0.0131072998046875,-0.983306884765625,113.61140441894531,-27.739013671875,-38.53260803222656,2023-09-09 15:54:19.0150,1694292859.0153,0.01807646080851555,-0.013641388155519962,-0.007305796258151531,0.11311342567205429,0.7772369980812073,-0.6187896132469177,
