-0.130950898,-0.489334047,-0.865310669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.123291001,-0.493118256,-0.860229492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.113891594,-0.475250214,-0.855911255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.133041359,-0.483856201,-0.875778198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.112411499,-0.486175507,-0.855957031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.100662209,-0.481414765,-0.853027344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.110183701,-0.475875825,-0.850891113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.107757553,-0.498748749,-0.87171936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.121307351,-0.502502412,-0.872909546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.107864372,-0.49874872,-0.844070435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.101699814,-0.510955781,-0.837097168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.112274162,-0.500808656,-0.860443115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.107238762,-0.495651245,-0.856582642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.108627312,-0.49534601,-0.861679077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.108093239,-0.490341127,-0.859451294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.108978249,-0.491790742,-0.859298706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.108474702,-0.494186342,-0.855178833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.109069809,-0.492874116,-0.853546143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.114227273,-0.494766206,-0.850082457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.113952622,-0.492584169,-0.854705811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.110122658,-0.496124238,-0.858795166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.114959702,-0.499511689,-0.861724854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
